date,ff_Mkt_RF,ff_SMB,ff_HML,ff_RMW,ff_CMA,ff_RF,ff_Mom,wg_dp,wg_dy,wg_ep,wg_de,wg_bm,wg_ntis,wg_tbl,wg_lty,wg_ltr,wg_infl,wg_svar,wg_dfy,wg_dfr,wg_tms,wg_mkt_lag1,jkp_accruals,jkp_debt_issuance,jkp_investment,jkp_low_leverage,jkp_low_risk,jkp_momentum,jkp_profit_growth,jkp_profitability,jkp_quality,jkp_seasonality,jkp_short_term_reversal,jkp_size,jkp_value
1874-06-01,,,,,,,,-2.6038113905535836,-2.608285670948505,-2.271677555530969,-0.33213383502261484,,,,,,,,,,,-0.02608695652173898,,,,,,,,,,,,,
1874-07-01,,,,,,,,-2.6038113905535836,-2.6038113905535836,-2.271677555530969,-0.33213383502261484,,,,,,,,,,,-0.0044642857142858094,,,,,,,,,,,,,
1874-08-01,,,,,,,,-2.6060510331470885,-2.6038113905535836,-2.2739171981244737,-0.33213383502261484,,,,,,,,,,,0.0,,,,,,,,,,,,,
1874-09-01,,,,,,,,-2.6215896365748677,-2.6060510331470885,-2.289455801552253,-0.33213383502261484,,,,,,,,,,,0.0022421524663676085,,,,,,,,,,,,,
1874-10-01,,,,,,,,-2.6193845640165536,-2.6215896365748677,-2.287250728993939,-0.33213383502261484,,,,,,,,,,,0.015659955257270708,,,,,,,,,,,,,
1874-11-01,,,,,,,,-2.6281758294277244,-2.6193845640165536,-2.2960419944051096,-0.33213383502261484,,,,,,,,,,,-0.0022026431718060735,,,,,,,,,,,,,
1874-12-01,,,,,,,,-2.6215896365748677,-2.6281758294277244,-2.289455801552253,-0.33213383502261484,,,,,,,,,,,0.008830022075055233,,,,,,,,,,,,,
1875-01-01,,,,,,,,-2.629194235960087,-2.629194235960087,-2.307664048374835,-0.32153018758525176,,,,,,,,,,,-0.006564551422319487,,,,,,,,,,,,,
1875-02-01,,,,,,,,-2.634652036147342,-2.636857108705656,-2.324230476726072,-0.31042155942127037,,,,,,,,,,,0.0,,,,,,,,,,,,,
1875-03-01,,,,,,,,-2.6555321668187633,-2.6423740822412523,-2.3562892719659065,-0.2992428948528568,,,,,,,,,,,-0.0022026431718060735,,,,,,,,,,,,,
1875-04-01,,,,,,,,-2.67630150278763,-2.6633143072608183,-2.3885413083874476,-0.2877601944001821,,,,,,,,,,,0.013245033112582627,,,,,,,,,,,,,
1875-05-01,,,,,,,,-2.644665869274868,-2.6841446802486555,-2.3689448091594616,-0.2757210601154064,,,,,,,,,,,0.013071895424836777,,,,,,,,,,,,,
1875-06-01,,,,,,,,-2.6322313645448587,-2.652571048781981,-2.3686468436721384,-0.26358452087272033,,,,,,,,,,,-0.03870967741935494,,,,,,,,,,,,,
1875-07-01,,,,,,,,-2.642480036892761,-2.6401995341940356,-2.3913789647039803,-0.2511010721887803,,,,,,,,,,,-0.020134228187919434,,,,,,,,,,,,,
1875-08-01,,,,,,,,-2.6550576709616998,-2.6505122085900252,-2.417057289003128,-0.23800038195857187,,,,,,,,,,,0.0022831050228309113,,,,,,,,,,,,,
1875-09-01,,,,,,,,-2.654043200843063,-2.663154881194319,-2.4292749538018517,-0.22476824704121157,,,,,,,,,,,0.004555808656036442,,,,,,,,,,,,,
1875-10-01,,,,,,,,-2.646058525074242,-2.662206511482224,-2.4349211869836584,-0.21113733809058366,,,,,,,,,,,-0.009070294784580546,,,,,,,,,,,,,
1875-11-01,,,,,,,,-2.67043701061874,-2.6542890242107577,-2.473620464638616,-0.19681654598012366,,,,,,,,,,,-0.016018306636155666,,,,,,,,,,,,,
1875-12-01,,,,,,,,-2.678735813433435,-2.678735813433435,-2.49641425663948,-0.18232155679395468,,,,,,,,,,,0.016279069767441978,,,,,,,,,,,,,
1876-01-01,,,,,,,,-2.699121570357909,-2.678735813433435,-2.53558649064901,-0.16353507970889858,,,,,,,,,,,0.0,,,,,,,,,,,,,
1876-02-01,,,,,,,,-2.7124847981700757,-2.699121570357909,-2.567807420135299,-0.14467737803477676,,,,,,,,,,,0.020594965675057253,,,,,,,,,,,,,
1876-03-01,,,,,,,,-2.710269957840523,-2.7124847981700757,-2.585106814886517,-0.12516314295400632,,,,,,,,,,,0.013452914798206095,,,,,,,,,,,,,
1876-04-01,,,,,,,,-2.6718471524382497,-2.710269957840523,-2.5665866417807566,-0.10526051065749309,,,,,,,,,,,-0.0022123893805309214,,,,,,,,,,,,,
1876-05-01,,,,,,,,-2.6342840508626013,-2.6718471524382497,-2.5490242069117777,-0.08525984395082342,,,,,,,,,,,-0.037694013303769425,,,,,,,,,,,,,
1876-06-01,,,,,,,,-2.627081138568543,-2.6342840508626013,-2.562542617430972,-0.0645385211375713,,,,,,,,,,,-0.03686635944700467,,,,,,,,,,,,,
1876-07-01,,,,,,,,-2.614959778036198,-2.627081138568543,-2.571581054734253,-0.043378723301945143,,,,,,,,,,,-0.007177033492822837,,,,,,,,,,,,,
1876-08-01,,,,,,,,-2.572612230207106,-2.614959778036198,-2.550524633743101,-0.02208759646400482,,,,,,,,,,,-0.012048192771084487,,,,,,,,,,,,,
1876-09-01,,,,,,,,-2.509599262378372,-2.572612230207106,-2.509599262378372,0.0,,,,,,,,,,,-0.04146341463414627,,,,,,,,,,,,,
1876-10-01,,,,,,,,-2.5041644663924147,-2.509599262378372,-2.5267509650652107,0.022586498672795496,,,,,,,,,,,-0.06106870229007644,,,,,,,,,,,,,
1876-11-01,,,,,,,,-2.4849066497880004,-2.5041644663924147,-2.530252751554877,0.04534610176687681,,,,,,,,,,,-0.005420054200542035,,,,,,,,,,,,,
1876-12-01,,,,,,,,-2.4793356047385453,-2.4849066497880004,-2.548328476225496,0.06899287148695121,,,,,,,,,,,-0.019073569482288777,,,,,,,,,,,,,
1877-01-01,,,,,,,,-2.502067136810097,-2.5104823337353817,-2.533860207587135,0.031793070777037524,,,,,,,,,,,-0.005555555555555536,,,,,,,,,,,,,
1877-02-01,,,,,,,,-2.4728834110884192,-2.533860207587135,-2.467219679134275,-0.005663731954143936,,,,,,,,,,,-0.008379888268156499,,,,,,,,,,,,,
1877-03-01,,,,,,,,-2.4538482527680276,-2.5060874718674473,-2.408997686602676,-0.044850566165351546,,,,,,,,,,,-0.05915492957746482,,,,,,,,,,,,,
1877-04-01,,,,,,,,-2.4128707938304634,-2.4881928003690623,-2.3277284874434034,-0.08514230638706044,,,,,,,,,,,-0.050898203592814384,,,,,,,,,,,,,
1877-05-01,,,,,,,,-2.4480435015773736,-2.4480435015773736,-2.3221632556883707,-0.12588024588900293,,,,,,,,,,,-0.0725552050473186,,,,,,,,,,,,,
1877-06-01,,,,,,,,-2.4107986776342782,-2.4849066497880004,-2.242175965198486,-0.16862271243579263,,,,,,,,,,,0.0,,,,,,,,,,,,,
1877-07-01,,,,,,,,-2.4920902851594255,-2.449072900075735,-2.2793483963890204,-0.21274188877040512,,,,,,,,,,,-0.0714285714285714,,,,,,,,,,,,,
1877-08-01,,,,,,,,-2.5992693120879737,-2.5314467157492127,-2.341700893618052,-0.25756841846992207,,,,,,,,,,,0.04395604395604402,,,,,,,,,,,,,
1877-09-01,,,,,,,,-2.701129758257636,-2.6406980190727185,-2.3963532524465556,-0.30477650581108096,,,,,,,,,,,0.07017543859649122,,,,,,,,,,,,,
1877-10-01,,,,,,,,-2.7657241201041822,-2.744349260519449,-2.411981941074332,-0.35374217902984983,,,,,,,,,,,0.06229508196721323,,,,,,,,,,,,,
1877-11-01,,,,,,,,-2.795173129210255,-2.8103941232206107,-2.3913827828400502,-0.40379034637020506,,,,,,,,,,,0.021604938271604812,,,,,,,,,,,,,
1877-12-01,,,,,,,,-2.839386203163297,-2.842458402200267,-2.3826278006675823,-0.45675840249571475,,,,,,,,,,,-0.015105740181268978,,,,,,,,,,,,,
1878-01-01,,,,,,,,-2.8436056187060053,-2.8436056187060053,-2.3799646832480983,-0.46364093545790674,,,,,,,,,,,-0.0030674846625766694,,,,,,,,,,,,,
1878-02-01,,,,,,,,-2.826600040111116,-2.8483738396606766,-2.355203329609207,-0.4713967105019088,,,,,,,,,,,0.0,,,,,,,,,,,,,
1878-03-01,,,,,,,,-2.8495497633759097,-2.830857630363757,-2.3712473313154794,-0.47830243206043055,,,,,,,,,,,-0.021538461538461506,,,,,,,,,,,,,
1878-04-01,,,,,,,,-2.8812245324268124,-2.8538255582386984,-2.396005168279954,-0.4852193641468585,,,,,,,,,,,0.018867924528301883,,,,,,,,,,,,,
1878-05-01,,,,,,,,-2.889055259591008,-2.8860567565947512,-2.3960407061455538,-0.4930145534454544,,,,,,,,,,,0.02777777777777768,,,,,,,,,,,,,
1878-06-01,,,,,,,,-2.9141117451992375,-2.8933702608924214,-2.414155793670151,-0.4999559515290868,,,,,,,,,,,0.0030030030030030463,,,,,,,,,,,,,
1878-07-01,,,,,,,,-2.938765448947313,-2.9184454464563556,-2.431856279273558,-0.5069091696737553,,,,,,,,,,,0.020958083832335328,,,,,,,,,,,,,
1878-08-01,,,,,,,,-2.9350053551797464,-2.9436634179228607,-2.4202594389052,-0.5147459162745465,,,,,,,,,,,0.02052785923753664,,,,,,,,,,,,,
1878-09-01,,,,,,,,-2.9594660955695966,-2.939379337002859,-2.43774118134557,-0.5217249142240266,,,,,,,,,,,-0.008620689655172376,,,,,,,,,,,,,
1878-10-01,,,,,,,,-2.9524305973663942,-2.9638592931900174,-2.423714237876415,-0.5287163594899793,,,,,,,,,,,0.020289855072463725,,,,,,,,,,,,,
1878-11-01,,,,,,,,-2.9545184249828287,-2.957396124810444,-2.417921556227638,-0.5365968687551907,,,,,,,,,,,-0.011363636363636354,,,,,,,,,,,,,
1878-12-01,,,,,,,,-2.9531726591351948,-2.9589530220506948,-2.4095572125462135,-0.5436154465889815,,,,,,,,,,,-0.002873563218390718,,,,,,,,,,,,,
1879-01-01,,,,,,,,-2.9807611039926205,-2.94377253462328,-2.4280089775732043,-0.5527521264194162,,,,,,,,,,,-0.0057636887608069065,,,,,,,,,,,,,
1879-02-01,,,,,,,,-3.0076630007558216,-2.9719939245490865,-2.4451677213565004,-0.5624952793993214,,,,,,,,,,,0.03768115942028971,,,,,,,,,,,,,
1879-03-01,,,,,,,,-2.982126621498212,-2.998431330523156,-2.41099439150123,-0.5711322299969819,,,,,,,,,,,0.03631284916201105,,,,,,,,,,,,,
1879-04-01,,,,,,,,-3.0053272298943794,-2.97297939602886,-2.4257872951283623,-0.5795399347660171,,,,,,,,,,,-0.016172506738544534,,,,,,,,,,,,,
1879-05-01,,,,,,,,-3.040899566628873,-2.9967938447789497,-2.452346098374232,-0.5885534682546414,,,,,,,,,,,0.03287671232876721,,,,,,,,,,,,,
1879-06-01,,,,,,,,-3.0369752320880403,-3.0319119301314936,-2.4404548872171663,-0.5965203448708736,,,,,,,,,,,0.04509283819628651,,,,,,,,,,,,,
1879-07-01,,,,,,,,-3.048068320903597,-3.0280676541969274,-2.4437837104571676,-0.604284610446429,,,,,,,,,,,0.0050761421319796,,,,,,,,,,,,,
1879-08-01,,,,,,,,-3.0471548922223555,-3.0397565847409105,-2.4345031860717947,-0.6126517061505607,,,,,,,,,,,0.02020202020202011,,,,,,,,,,,,,
1879-09-01,,,,,,,,-3.0745908484663107,-3.0383987198728937,-2.4545659327353277,-0.6200249157309827,,,,,,,,,,,0.007425742574257432,,,,,,,,,,,,,
1879-10-01,,,,,,,,-3.169373663516679,-3.065910681635044,-2.5421555654606727,-0.6272180980560063,,,,,,,,,,,0.03685503685503666,,,,,,,,,,,,,
1879-11-01,,,,,,,,-3.2133132315109854,-3.161272353385942,-2.5783038531967466,-0.6350093783142388,,,,,,,,,,,0.1090047393364928,,,,,,,,,,,,,
1879-12-01,,,,,,,,-3.202746442938317,-3.204776900488699,-2.560892556765922,-0.6418538861723947,,,,,,,,,,,0.05341880341880345,,,,,,,,,,,,,
1880-01-01,,,,,,,,-3.215944704059342,-3.1780538303479458,-2.5748613328859,-0.6410833711734419,,,,,,,,,,,-0.0020283975659228792,,,,,,,,,,,,,
1880-02-01,,,,,,,,-3.20930637385205,-3.1918471524802814,-2.56920841438192,-0.6400979594701298,,,,,,,,,,,0.03861788617886197,,,,,,,,,,,,,
1880-03-01,,,,,,,,-3.2048240714125504,-3.185775876441856,-2.565421166859296,-0.6394029045532547,,,,,,,,,,,0.017612524461839474,,,,,,,,,,,,,
1880-04-01,,,,,,,,-3.158932788901167,-3.1818345531878514,-2.520193796825121,-0.6387389920760462,,,,,,,,,,,0.019230769230769162,,,,,,,,,,,,,
1880-05-01,,,,,,,,-3.0540011816779664,-3.1364599330491085,-2.416131831423008,-0.6378693502549589,,,,,,,,,,,-0.02264150943396226,,,,,,,,,,,,,
1880-06-01,,,,,,,,-3.0362063814817652,-3.0320222749591914,-2.3989396593162766,-0.6372667221654887,,,,,,,,,,,-0.07915057915057921,,,,,,,,,,,,,
1880-07-01,,,,,,,,-3.0596056799347515,-3.014700176260802,-2.4229162826185835,-0.636689397316168,,,,,,,,,,,0.004192872117400492,,,,,,,,,,,,,
1880-08-01,,,,,,,,-3.073850052817943,-3.0385522707369192,-2.437934818213131,-0.6359152346048124,,,,,,,,,,,0.045929018789143905,,,,,,,,,,,,,
1880-09-01,,,,,,,,-3.0513021247088017,-3.0532307656152073,-2.4159137783010487,-0.635388346407753,,,,,,,,,,,0.03592814371257491,,,,,,,,,,,,,
1880-10-01,,,,,,,,-3.0596455992976437,-3.031099417391282,-2.424763326869674,-0.6348822724279696,,,,,,,,,,,-0.0019267822736032114,,,,,,,,,,,,,
1880-11-01,,,,,,,,-3.091042453358316,-3.039842972001464,-2.456854615295744,-0.6341878380625716,,,,,,,,,,,0.02895752895752901,,,,,,,,,,,,,
1880-12-01,,,,,,,,-3.1118044448067446,-3.0716243675012143,-2.4780806847176002,-0.6337237600891444,,,,,,,,,,,0.05253283302063805,,,,,,,,,,,,,
1881-01-01,,,,,,,,-3.1509605396924196,-3.09275624983605,-2.54489334911057,-0.6060671905818499,,,,,,,,,,,0.04099821746880572,,,,,,,,,,,,,
1881-02-01,,,,,,,,-3.129032157901059,-3.132268406680267,-2.5501326032632585,-0.5788995546378003,,,,,,,,,,,0.05993150684931514,,,,,,,,,,,,,
1881-03-01,,,,,,,,-3.121964363696902,-3.1106830192328623,-2.5701713014426883,-0.5517930622542134,,,,,,,,,,,-0.003231017770597866,,,,,,,,,,,,,
1881-04-01,,,,,,,,-3.100735582563975,-3.1039458581942236,-2.575795748821023,-0.5249398337429526,,,,,,,,,,,0.011345218800648427,,,,,,,,,,,,,
1881-05-01,,,,,,,,-3.127068275615078,-3.0830360054645745,-2.628528339104408,-0.4985399365106701,,,,,,,,,,,-0.0032051282051283048,,,,,,,,,,,,,
1881-06-01,,,,,,,,-3.1219091013388436,-3.109676532903209,-2.6497526187320064,-0.47215648260683674,,,,,,,,,,,0.045016077170418,,,,,,,,,,,,,
1881-07-01,,,,,,,,-3.0692347355469174,-3.104814667979543,-2.623245982505056,-0.4459887530418617,,,,,,,,,,,0.012307692307692353,,,,,,,,,,,,,
1881-08-01,,,,,,,,-3.028522096376982,-3.0524276172305362,-2.6082778508422297,-0.42024424553475237,,,,,,,,,,,-0.0349544072948329,,,,,,,,,,,,,
1881-09-01,,,,,,,,-3.0200249661230356,-3.0119927944257716,-2.6255489795904663,-0.3944759865325692,,,,,,,,,,,-0.023622047244094446,,,,,,,,,,,,,
1881-10-01,,,,,,,,-2.9876350633213717,-3.0037644452512553,-2.61874470963917,-0.3688903536822018,,,,,,,,,,,0.008064516129032251,,,,,,,,,,,,,
1881-11-01,,,,,,,,-2.978117726853009,-2.9716347219749304,-2.634415454218315,-0.3437022726346939,,,,,,,,,,,-0.015999999999999903,,,,,,,,,,,,,
1881-12-01,,,,,,,,-2.932859031735481,-2.9623693698848697,-2.6144053006169465,-0.3184537311185346,,,,,,,,,,,0.006504065040650486,,,,,,,,,,,,,
1882-01-01,,,,,,,,-2.9177707320842794,-2.932859031735481,-2.6011368376827306,-0.31663389440154854,,,,,,,,,,,-0.029079159935379795,,,,,,,,,,,,,
1882-02-01,,,,,,,,-2.8955665747732686,-2.9177707320842794,-2.5809839631422773,-0.3145826116309913,,,,,,,,,,,-0.014975041597337757,,,,,,,,,,,,,
1882-03-01,,,,,,,,-2.8938379658726507,-2.8955665747732686,-2.581082255868754,-0.3127557100038969,,,,,,,,,,,-0.02195945945945943,,,,,,,,,,,,,
1882-04-01,,,,,,,,-2.8938379658726507,-2.8938379658726507,-2.582912501174908,-0.31092546469774296,,,,,,,,,,,-0.0017271157167529916,,,,,,,,,,,,,
1882-05-01,,,,,,,,-2.8816533068562835,-2.8938379658726507,-2.5727908801395363,-0.30886242671674735,,,,,,,,,,,0.0,,,,,,,,,,,,,
1882-06-01,,,,,,,,-2.8763855159214247,-2.8816533068562835,-2.569360480626513,-0.3070250352949119,,,,,,,,,,,-0.01211072664359869,,,,,,,,,,,,,
1882-07-01,,,,,,,,-2.9311937524164198,-2.8763855159214247,-2.6260094907660005,-0.3051842616504191,,,,,,,,,,,-0.005253940455341555,,,,,,,,,,,,,
1882-08-01,,,,,,,,-2.9607525546579643,-2.9311937524164198,-2.6576432217058725,-0.3031093329520915,,,,,,,,,,,0.05633802816901423,,,,,,,,,,,,,
1882-09-01,,,,,,,,-2.970414465569701,-2.9607525546579643,-2.6691531349915394,-0.30126133057816173,,,,,,,,,,,0.030000000000000027,,,,,,,,,,,,,
1882-10-01,,,,,,,,-2.942792888259772,-2.970414465569701,-2.6433829814921124,-0.29940990676765955,,,,,,,,,,,0.009708737864077666,,,,,,,,,,,,,
1882-11-01,,,,,,,,-2.8990148540521847,-2.942792888259772,-2.6016919045637232,-0.2973229494884613,,,,,,,,,,,-0.027243589743589758,,,,,,,,,,,,,
1882-12-01,,,,,,,,-2.9041650800285,-2.8990148540521847,-2.6087008671346643,-0.29546421289383584,,,,,,,,,,,-0.042833607907743154,,,,,,,,,,,,,
1883-01-01,,,,,,,,-2.896517973853597,-2.9016681998299134,-2.609381561469142,-0.2871364123844554,,,,,,,,,,,0.005163511187607606,,,,,,,,,,,,,
1883-02-01,,,,,,,,-2.871087077470216,-2.8937164156009763,-2.59261734279078,-0.27846973467943614,,,,,,,,,,,-0.005136986301369939,,,,,,,,,,,,,
1883-03-01,,,,,,,,-2.8808519975555686,-2.8686033754793696,-2.6107656869941676,-0.2700863105614012,,,,,,,,,,,-0.022375215146299476,,,,,,,,,,,,,
1883-04-01,,,,,,,,-2.899029228090755,-2.8783744490600087,-2.6373552015447284,-0.26167402654602656,,,,,,,,,,,0.012323943661971981,,,,,,,,,,,,,
1883-05-01,,,,,,,,-2.8790667502005696,-2.8962493035205665,-2.626142815211235,-0.2529239349893344,,,,,,,,,,,0.02086956521739136,,,,,,,,,,,,,
1883-06-01,,,,,,,,-2.885230358395746,-2.8766021771724075,-2.6407770204947854,-0.2444533379009607,,,,,,,,,,,-0.017035775127768438,,,,,,,,,,,,,
1883-07-01,,,,,,,,-2.8671871135408407,-2.8827718445575385,-2.6312346039340495,-0.23595250960679093,,,,,,,,,,,0.008665511265164794,,,,,,,,,,,,,
1883-08-01,,,,,,,,-2.8179915768090025,-2.8644284911017612,-2.590876735717673,-0.22711484109132907,,,,,,,,,,,-0.015463917525773141,,,,,,,,,,,,,
1883-09-01,,,,,,,,-2.8264550394410737,-2.81554584034072,-2.607902161835463,-0.2185528776056106,,,,,,,,,,,-0.04537521815008738,,,,,,,,,,,,,
1883-10-01,,,,,,,,-2.796515828648283,-2.8240152700088332,-2.5865565860492907,-0.20995924259899224,,,,,,,,,,,0.010968921389396868,,,,,,,,,,,,,
1883-11-01,,,,,,,,-2.808538599936036,-2.7937781843529157,-2.6075089718803324,-0.20102962805570346,,,,,,,,,,,-0.027124773960217063,,,,,,,,,,,,,
1883-12-01,,,,,,,,-2.7838882774937144,-2.8061114142784245,-2.5915163848462583,-0.19237189264745613,,,,,,,,,,,0.014869888475836479,,,,,,,,,,,,,
1884-01-01,,,,,,,,-2.758632510745982,-2.7890531074466933,-2.5800237980310654,-0.17860871271491618,,,,,,,,,,,-0.02197802197802201,,,,,,,,,,,,,
1884-02-01,,,,,,,,-2.790186263728666,-2.763518016646504,-2.625985248047906,-0.16420101568075984,,,,,,,,,,,-0.029962546816479474,,,,,,,,,,,,,
1884-03-01,,,,,,,,-2.7916369172104756,-2.7954034000059527,-2.641891530851134,-0.14974538635934187,,,,,,,,,,,0.027027027027027195,,,,,,,,,,,,,
1884-04-01,,,,,,,,-2.750541077550124,-2.7968814148088255,-2.615618756643241,-0.13492232090688272,,,,,,,,,,,-0.00375939849624074,,,,,,,,,,,,,
1884-05-01,,,,,,,,-2.6710030643364213,-2.7555023280365303,-2.5515980242866725,-0.11940504004974883,,,,,,,,,,,-0.04528301886792452,,,,,,,,,,,,,
1884-06-01,,,,,,,,-2.6345830492203373,-2.67630150278763,-2.530786255538694,-0.10379679368164352,,,,,,,,,,,-0.08102766798418959,,,,,,,,,,,,,
1884-07-01,,,,,,,,-2.6399097107260623,-2.6399097107260623,-2.5521393800092627,-0.08777033071679963,,,,,,,,,,,-0.04086021505376347,,,,,,,,,,,,,
1884-08-01,,,,,,,,-2.705837461144528,-2.644949091469516,-2.634846797078915,-0.07099066406561327,,,,,,,,,,,0.0,,,,,,,,,,,,,
1884-09-01,,,,,,,,-2.6790626642289577,-2.711219775863489,-2.624995442958682,-0.054067221270275745,,,,,,,,,,,0.06278026905829592,,,,,,,,,,,,,
1884-10-01,,,,,,,,-2.6512484574681245,-2.6844741050964447,-2.6145844730965333,-0.03666398437159146,,,,,,,,,,,-0.03164556962025322,,,,,,,,,,,,,
1884-11-01,,,,,,,,-2.6358899373094387,-2.656368468652979,-2.6174533057499834,-0.018436631559455074,,,,,,,,,,,-0.03267973856209139,,,,,,,,,,,,,
1884-12-01,,,,,,,,-2.639057329615259,-2.641358826603538,-2.639057329615259,0.0,,,,,,,,,,,-0.020270270270270396,,,,,,,,,,,,,
1885-01-01,,,,,,,,-2.6346331684008106,-2.657944247269258,-2.6264484771057974,-0.008184691295013202,,,,,,,,,,,-0.0022988505747125743,,,,,,,,,,,,,
1885-02-01,,,,,,,,-2.684418596568933,-2.6542188567053007,-2.6677958733951,-0.01662272317383251,,,,,,,0.0015390211,,,,-0.02304147465437778,,,,,,,,,,,,,
1885-03-01,,,,,,,,-2.706339336698581,-2.7040536214177244,-2.681021528714291,-0.02531780798428973,,,,,,,0.0015445583,,,,0.030660377358490587,,,,,,,,,,,,,
1885-04-01,,,,,,,,-2.724081915200312,-2.7263676304811675,-2.6897967607928597,-0.034285154407452056,,,,,,,0.0017984027,,,,0.0022883295194506825,,,,,,,,,,,,,
1885-05-01,,,,,,,,-2.7333680090865,-2.74487561593798,-2.6898147052547507,-0.04355330383174949,,,,,,,0.0018053802,,,,-0.0022831050228310223,,,,,,,,,,,,,
1885-06-01,,,,,,,,-2.749599204015082,-2.7542395835715845,-2.696489378701134,-0.053109825313948145,,,,,,,0.0010968395,,,,-0.011441647597253968,,,,,,,,,,,,,
1885-07-01,,,,,,,,-2.807449447243537,-2.770915703911081,-2.7444676721247854,-0.06298177511875136,,,,,,,0.0029360528,,,,-0.004629629629629761,,,,,,,,,,,,,
1885-08-01,,,,,,,,-2.8841491205081997,-2.8296099785118463,-2.810936780173993,-0.0732123403342071,,,,,,,0.0024502347,,,,0.037209302325581506,,,,,,,,,,,,,
1885-09-01,,,,,,,,-2.8936027784776113,-2.9064234669066726,-2.8098328954121525,-0.08376988306545896,,,,,,,0.0017322996,,,,0.056053811659192876,,,,,,,,,,,,,
1885-10-01,,,,,,,,-2.972825907345084,-2.916384596440132,-2.8781299226934736,-0.09469598465161022,,,,,,,0.0029958516,,,,-0.0127388535031846,,,,,,,,,,,,,
1885-11-01,,,,,,,,-3.0595585801831535,-2.9965456123544194,-2.9535066843810656,-0.10605189580208796,,,,,,,0.0028138303,,,,0.05806451612903207,,,,,,,,,,,,,
1885-12-01,,,,,,,,-3.0757749812275277,-3.0834378539730967,-2.957991945571144,-0.1177830356563836,,,,,,,0.0030264326,,,,0.0650406504065042,,,,,,,,,,,,,
1886-01-01,,,,,,,,-3.082883520464822,-3.082883520464822,-2.939642806902947,-0.14324071356187495,,,,,,,0.0017293802,,,,-0.007633587786259555,,,,,,,,,,,,,
1886-02-01,,,,,,,,-3.108668583020275,-3.0896203880495805,-2.940672496370963,-0.16799608664931154,,,,,,,0.0015474234,,,,0.0,,,,,,,,,,,,,
1886-03-01,,,,,,,,-3.0949034620157754,-3.1158765853960544,-2.901999795891284,-0.1929036661244914,,,,,,,0.001832107,,,,0.019230769230769162,,,,,,,,,,,,,
1886-04-01,,,,,,,,-3.088584539006169,-3.10216379713255,-2.871028795053034,-0.21755574395313526,,,,,,,0.0012226229,,,,-0.02075471698113196,,,,,,,,,,,,,
1886-05-01,,,,,,,,-3.0757417812474444,-3.095466286595223,-2.834209856345955,-0.24153192490148934,,,,,,,0.0019091118,,,,-0.013487475915221592,,,,,,,,,,,,,
1886-06-01,,,,,,,,-3.127904046662474,-3.083105903762579,-2.8622008809294686,-0.26570316573300556,,,,,,,0.0012828002,,,,-0.01953125000000011,,,,,,,,,,,,,
1886-07-01,,,,,,,,-3.15044596362414,-3.1353228020499193,-2.8607947405524783,-0.2896512230716617,,,,,,,0.0010352907,,,,0.045816733067729265,,,,,,,,,,,,,
1886-08-01,,,,,,,,-3.164955629989427,-3.157478959646407,-2.8520108900237187,-0.3129447399657086,,,,,,,0.0009496314,,,,0.015238095238095273,,,,,,,,,,,,,
1886-09-01,,,,,,,,-3.1982194999425397,-3.1724827852984903,-2.861747263321327,-0.33647223662121295,,,,,,,0.0008519433,,,,0.007504690431519689,,,,,,,,,,,,,
1886-10-01,,,,,,,,-3.2308946652943744,-3.205803743300848,-2.8710898283467143,-0.3598048369476601,,,,,,,0.0008899615,,,,0.02607076350093096,,,,,,,,,,,,,
1886-11-01,,,,,,,,-3.262562453944775,-3.238085707518221,-2.8800623882373033,-0.38250006570747175,,,,,,,0.0003930134,,,,0.025408348457350405,,,,,,,,,,,,,
1886-12-01,,,,,,,,-3.244011798139743,-3.2702600242146795,-2.8385466900315786,-0.4054651081081644,,,,,,,0.0028153164,,,,0.024778761061946764,,,,,,,,,,,,,
1887-01-01,,,,,,,,-3.222016953769062,-3.2327122428858095,-2.820304195279448,-0.40171275848961385,,,,,,,0.0018256316,,,,-0.02590673575129543,,,,,,,,,,,,,
1887-02-01,,,,,,,,-3.2036493775369093,-3.2108436531709366,-2.8056192479162627,-0.3980301296206463,,,,,,,0.002042408,,,,-0.010638297872340385,,,,,,,,,,,,,
1887-03-01,,,,,,,,-3.2157941583307927,-3.192599541350324,-2.8213788864092133,-0.39441527192157944,,,,,,,0.0006220686,,,,-0.007168458781361964,,,,,,,,,,,,,
1887-04-01,,,,,,,,-3.2275338876113153,-3.2048650877986025,-2.8366675789243034,-0.3908663086870119,,,,,,,0.0003531394,,,,0.023465703971119023,,,,,,,,,,,,,
1887-05-01,,,,,,,,-3.2338174048664,-3.2167229715070995,-2.846435972191531,-0.387381432674869,,,,,,,0.0003857557,,,,0.022927689594356204,,,,,,,,,,,,,
1887-06-01,,,,,,,,-3.1938852955646264,-3.2231221157496517,-2.8099263926774256,-0.3839589028872008,,,,,,,0.0014579603,,,,0.017241379310344973,,,,,,,,,,,,,
1887-07-01,,,,,,,,-3.158566942674449,-3.1833031862340895,-2.777969901144298,-0.38059704153015095,,,,,,,0.0017047236,,,,-0.028813559322033888,,,,,,,,,,,,,
1887-08-01,,,,,,,,-3.1227319643152986,-3.148095642807154,-2.745437733173831,-0.377294231141468,,,,,,,0.0023355685,,,,-0.02443280977312401,,,,,,,,,,,,,
